sample_id,timestamp_utc,elapsed_ms,gps_valid,gps_updated,gps_fix_type,satellites,latitude_deg,longitude_deg,gps_altitude_m,speed_mps,course_deg,hdop,pdop,vdop,bme_valid,temperature_c,humidity_pct,pressure_hpa,pressure_altitude_m,mag_valid,mag_x_ut,mag_y_ut,mag_z_ut,mag_strength_ut,heading_deg,imu_valid,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_dps,gyro_y_dps,gyro_z_dps,pitch_deg,roll_deg
92,2026-09-09T22:16:32.000Z,92000,1,1,3,10,43.823776,-111.791950,1484.95,1.265,32.70,0.95,1.50,1.12,1,23.38,41.37,848.26,1466.39,1,-15.97,10.61,25.09,31.58,31.27,1,-0.186,9.357,-1.135,-0.263,-0.214,-0.153,-2.70,1.40
93,2026-09-09T22:16:33.000Z,93000,1,1,3,10,43.823782,-111.791947,1484.93,1.268,32.54,0.95,1.50,1.12,1,23.38,41.36,848.25,1466.42,1,-15.95,10.72,25.06,31.58,30.96,1,-0.209,9.352,-1.121,-0.243,-0.218,-0.168,-2.74,1.40
94,2026-09-09T22:16:34.000Z,94000,1,1,3,10,43.823788,-111.791944,1484.92,1.271,32.37,0.95,1.50,1.13,1,23.38,41.35,848.24,1466.45,1,-15.92,10.82,25.03,31.57,30.66,1,-0.220,9.350,-1.109,-0.219,-0.220,-0.177,-2.77,1.41
95,2026-09-09T22:16:35.000Z,95000,1,1,3,10,43.823794,-111.791941,1484.91,1.275,32.19,0.94,1.49,1.13,1,23.38,41.34,848.23,1466.48,1,-15.88,10.92,25.00,31.56,30.38,1,-0.216,9.351,-1.099,-0.191,-0.219,-0.180,-2.80,1.41
96,2026-09-09T22:16:36.000Z,96000,1,1,3,10,43.823800,-111.791938,1484.89,1.278,32.00,0.94,1.49,1.13,1,23.38,41.32,848.22,1466.50,1,-15.83,11.01,24.97,31.55,30.11,1,-0.199,9.354,-1.091,-0.161,-0.217,-0.177,-2.83,1.42
97,2026-09-09T22:16:37.000Z,97000,1,1,3,10,43.823806,-111.791935,1484.88,1.281,31.81,0.94,1.48,1.14,1,23.38,41.31,848.21,1466.53,1,-15.77,11.09,24.94,31.53,29.86,1,-0.170,9.360,-1.085,-0.128,-0.212,-0.169,-2.86,1.43
98,2026-09-09T22:16:38.000Z,98000,1,1,3,10,43.823812,-111.791932,1484.86,1.282,31.61,0.93,1.48,1.14,1,23.37,41.30,848.20,1466.56,1,-15.71,11.17,24.92,31.50,29.62,1,-0.130,9.369,-1.081,-0.093,-0.205,-0.154,-2.89,1.44
99,2026-09-09T22:16:39.000Z,99000,1,1,3,10,43.823818,-111.791929,1484.84,1.281,31.39,0.93,1.48,1.15,1,23.37,41.28,848.19,1466.59,1,-15.64,11.24,24.90,31.48,29.39,1,-0.082,9.380,-1.080,-0.057,-0.196,-0.135,-2.92,1.45
100,2026-09-09T22:16:40.000Z,100000,1,1,3,10,43.823824,-111.791927,1484.82,1.277,31.17,0.93,1.47,1.15,1,23.37,41.27,848.18,1466.61,1,-15.56,11.30,24.88,31.44,29.19,1,-0.029,9.393,-1.081,-0.020,-0.185,-0.111,-2.94,1.47
101,2026-09-09T22:16:41.000Z,101000,1,1,3,10,43.823830,-111.791924,1484.80,1.271,30.94,0.92,1.47,1.15,1,23.37,41.25,848.17,1466.64,1,-15.47,11.36,24.86,31.41,29.00,1,0.026,9.407,-1.085,0.018,-0.172,-0.084,-2.96,1.48
102,2026-09-09T22:16:42.000Z,102000,1,1,3,10,43.823836,-111.791921,1484.78,1.262,30.71,0.92,1.46,1.16,1,23.37,41.24,848.16,1466.66,1,-15.38,11.40,24.85,31.36,28.82,1,0.079,9.422,-1.091,0.055,-0.157,-0.054,-2.98,1.50
103,2026-09-09T22:16:43.000Z,103000,1,1,3,10,43.823842,-111.791919,1484.76,1.250,30.46,0.92,1.46,1.16,1,23.36,41.23,848.15,1466.69,1,-15.28,11.44,24.83,31.32,28.66,1,0.127,9.439,-1.099,0.091,-0.141,-0.022,-3.00,1.52
104,2026-09-09T22:16:44.000Z,104000,1,1,3,10,43.823848,-111.791916,1484.73,1.235,30.21,0.91,1.45,1.16,1,23.36,41.21,848.13,1466.71,1,-15.17,11.47,24.82,31.27,28.51,1,0.168,9.455,-1.110,0.126,-0.123,0.011,-3.02,1.54
105,2026-09-09T22:16:45.000Z,105000,1,1,3,10,43.823853,-111.791914,1484.71,1.217,29.95,0.91,1.45,1.17,1,23.36,41.19,848.12,1466.74,1,-15.06,11.49,24.81,31.22,28.38,1,0.198,9.472,-1.122,0.159,-0.105,0.043,-3.04,1.56
106,2026-09-09T22:16:46.000Z,106000,1,1,3,10,43.823859,-111.791911,1484.69,1.197,29.68,0.90,1.44,1.17,1,23.36,41.18,848.11,1466.76,1,-14.94,11.50,24.81,31.16,28.26,1,0.215,9.488,-1.136,0.189,-0.085,0.074,-3.05,1.58
107,2026-09-09T22:16:47.000Z,107000,1,1,3,10,43.823865,-111.791909,1484.66,1.175,29.40,0.90,1.44,1.17,1,23.35,41.16,848.10,1466.78,1,-14.82,11.50,24.80,31.10,28.15,1,0.220,9.503,-1.151,0.217,-0.064,0.102,-3.06,1.61
108,2026-09-09T22:16:48.000Z,108000,1,1,3,10,43.823871,-111.791906,1484.63,1.151,29.12,0.90,1.43,1.17,1,23.35,41.15,848.09,1466.81,1,-14.69,11.49,24.80,31.03,28.04,1,0.210,9.516,-1.167,0.241,-0.043,0.127,-3.08,1.63
109,2026-09-09T22:16:49.000Z,109000,1,1,3,10,43.823876,-111.791904,1484.61,1.126,28.83,0.89,1.43,1.18,1,23.35,41.13,848.08,1466.83,1,-14.56,11.48,24.80,30.96,27.95,1,0.188,9.528,-1.184,0.262,-0.021,0.148,-3.08,1.66
110,2026-09-09T22:16:50.000Z,110000,1,1,3,10,43.823882,-111.791902,1484.58,1.101,28.53,0.89,1.42,1.18,1,23.35,41.11,848.07,1466.85,1,-14.42,11.46,24.80,30.89,27.85,1,0.154,9.537,-1.201,0.278,0.001,0.164,-3.09,1.69
111,2026-09-09T22:16:51.000Z,111000,1,1,3,10,43.823888,-111.791899,1484.55,1.077,28.22,0.88,1.42,1.18,1,23.34,41.10,848.06,1466.87,1,-14.28,11.42,24.81,30.82,27.76,1,0.110,9.544,-1.218,0.290,0.023,0.175,-3.10,1.72
112,2026-09-09T22:16:52.000Z,112000,0,0,0,0,,,,,,,,,1,23.34,41.08,848.05,1466.89,1,-14.14,11.38,24.81,30.74,27.66,1,0.060,9.548,-1.235,0.297,0.045,0.180,-3.10,1.75
113,2026-09-09T22:16:53.000Z,113000,0,0,0,0,,,,,,,,,1,23.34,41.06,848.04,1466.91,1,-13.99,11.34,24.82,30.67,27.57,1,0.005,9.550,-1.251,0.300,0.066,0.179,-3.10,1.78
114,2026-09-09T22:16:54.000Z,114000,0,0,0,0,,,,,,,,,1,23.33,41.05,848.03,1466.93,1,-13.84,11.28,24.84,30.59,27.46,1,-0.049,9.549,-1.266,0.298,0.087,0.172,-3.10,1.81
115,2026-09-09T22:16:55.000Z,115000,0,0,0,0,,,,,,,,,1,23.33,41.03,848.02,1466.95,1,-13.69,11.22,24.85,30.51,27.35,1,-0.101,9.545,-1.279,0.292,0.106,0.159,-3.10,1.85
116,2026-09-09T22:16:56.000Z,116000,0,0,0,0,,,,,,,,,1,23.33,41.01,848.01,1466.97,1,-13.53,11.14,24.87,30.42,27.22,1,-0.146,9.539,-1.291,0.280,0.125,0.141,-3.09,1.88
117,2026-09-09T22:16:57.000Z,117000,0,0,0,0,,,,,,,,,1,23.32,40.99,847.99,1466.99,1,-13.37,11.06,24.88,30.34,27.08,1,-0.182,9.530,-1.301,0.265,0.142,0.118,-3.09,1.92
118,2026-09-09T22:16:58.000Z,118000,0,0,0,0,,,,,,,,,1,23.32,40.97,847.98,1467.00,1,-13.22,10.98,24.90,30.26,26.93,1,-0.207,9.518,-1.309,0.245,0.158,0.092,-3.08,1.96
119,2026-09-09T22:16:59.000Z,119000,1,1,3,9,43.823932,-111.791883,1484.29,0.959,25.53,0.85,1.38,1.20,1,23.32,40.96,847.97,1467.02,1,-13.06,10.88,24.93,30.17,26.75,1,-0.219,9.505,-1.315,0.222,0.173,0.063,-3.07,2.00
120,2026-09-09T22:17:00.000Z,120000,1,1,3,9,43.823938,-111.791882,1484.26,0.959,25.17,0.85,1.37,1.20,1,23.31,40.94,847.96,1467.04,1,-12.90,10.78,24.95,30.09,26.55,1,-0.217,9.491,-1.319,0.195,0.186,0.031,-3.05,2.04
121,2026-09-09T22:17:01.000Z,121000,1,1,3,9,43.823943,-111.791880,1484.22,0.962,24.80,0.84,1.36,1.20,1,23.31,40.92,847.95,1467.06,1,-12.74,10.68,24.98,30.00,26.34,1,-0.202,9.475,-1.320,0.165,0.197,-0.002,-3.04,2.08
122,2026-09-09T22:17:02.000Z,122000,1,1,3,9,43.823948,-111.791878,1484.19,0.968,24.42,0.84,1.36,1.21,1,23.31,40.90,847.94,1467.07,1,-12.59,10.57,25.00,29.92,26.09,1,-0.174,9.459,-1.319,0.133,0.205,-0.034,-3.03,2.12
123,2026-09-09T22:17:03.000Z,123000,1,1,3,9,43.823954,-111.791876,1484.15,0.977,24.04,0.83,1.35,1.21,1,23.30,40.88,847.93,1467.09,1,-12.43,10.45,25.03,29.84,25.82,1,-0.136,9.442,-1.315,0.098,0.212,-0.066,-3.01,2.16
124,2026-09-09T22:17:04.000Z,124000,1,1,3,9,43.823959,-111.791875,1484.12,0.988,23.65,0.83,1.35,1.21,1,23.30,40.86,847.92,1467.11,1,-12.28,10.33,25.07,29.76,25.53,1,-0.089,9.426,-1.309,0.062,0.217,-0.095,-2.99,2.21
125,2026-09-09T22:17:05.000Z,125000,1,1,3,9,43.823964,-111.791873,1484.08,1.000,23.26,0.82,1.34,1.21,1,23.30,40.84,847.91,1467.12,1,-12.13,10.20,25.10,29.68,25.20,1,-0.036,9.410,-1.300,0.025,0.220,-0.121,-2.97,2.25
126,2026-09-09T22:17:06.000Z,126000,1,1,3,9,43.823970,-111.791872,1484.04,1.013,22.87,0.82,1.34,1.21,1,23.30,40.82,847.90,1467.14,1,-11.98,10.07,25.14,29.61,24.85,1,0.018,9.395,-1.290,-0.013,0.220,-0.143,-2.94,2.30
127,2026-09-09T22:17:07.000Z,127000,1,1,3,9,43.823975,-111.791870,1484.01,1.027,22.47,0.83,1.33,1.21,1,23.29,40.80,847.89,1467.15,1,-11.83,9.94,25.17,29.53,24.46,1,0.072,9.382,-1.278,-0.050,0.218,-0.160,-2.92,2.34
128,2026-09-09T22:17:08.000Z,128000,1,1,3,9,43.823980,-111.791869,1483.97,1.040,22.06,0.83,1.32,1.21,1,23.29,40.78,847.88,1467.17,1,-11.69,9.80,25.21,29.46,24.05,1,0.121,9.371,-1.264,-0.086,0.214,-0.173,-2.89,2.39
129,2026-09-09T22:17:09.000Z,129000,1,1,3,9,43.823986,-111.791868,1483.93,1.051,21.65,0.83,1.32,1.22,1,23.29,40.76,847.87,1467.19,1,-11.55,9.66,25.25,29.40,23.61,1,0.163,9.362,-1.249,-0.122,0.208,-0.179,-2.87,2.43
130,2026-09-09T22:17:10.000Z,130000,1,1,3,9,43.823991,-111.791866,1483.90,1.062,21.24,0.84,1.31,1.22,1,23.28,40.74,847.85,1467.20,1,-11.41,9.51,25.29,29.33,23.14,1,0.194,9.355,-1.233,-0.155,0.200,-0.180,-2.84,2.48
131,2026-09-09T22:17:11.000Z,131000,1,1,3,9,43.823996,-111.791865,1483.86,1.070,20.82,0.84,1.31,1.22,1,23.28,40.71,847.84,1467.21,1,-11.28,9.37,25.33,29.27,22.65,1,0.214,9.351,-1.216,-0.186,0.189,-0.174,-2.81,2.53
132,2026-09-09T22:17:12.000Z,132000,1,1,3,9,43.824001,-111.791864,1483.82,1.076,20.40,0.85,1.30,1.22,1,23.28,40.69,847.83,1467.23,1,-11.15,9.22,25.38,29.21,22.12,1,0.220,9.350,-1.199,-0.214,0.177,-0.163,-2.78,2.58
133,2026-09-09T22:17:13.000Z,133000,1,1,3,9,43.824006,-111.791863,1483.78,1.080,19.97,0.85,1.31,1.22,1,23.28,40.67,847.82,1467.24,1,-11.03,9.08,25.42,29.16,21.57,1,0.212,9.352,-1.182,-0.238,0.163,-0.147,-2.74,2.62
134,2026-09-09T22:17:14.000Z,134000,1,1,3,9,43.824012,-111.791862,1483.74,1.081,19.54,0.86,1.31,1.22,1,23.27,40.65,847.81,1467.26,1,-10.91,8.93,25.47,29.11,21.00,1,0.192,9.356,-1.165,-0.259,0.148,-0.125,-2.71,2.67
135,2026-09-09T22:17:15.000Z,135000,1,1,3,9,43.824017,-111.791860,1483.71,1.079,19.11,0.86,1.32,1.22,1,23.27,40.63,847.80,1467.27,1,-10.80,8.78,25.52,29.07,20.41,1,0.159,9.363,-1.149,-0.276,0.131,-0.100,-2.67,2.72
136,2026-09-09T22:17:16.000Z,136000,1,1,3,9,43.824022,-111.791859,1483.67,1.074,18.67,0.87,1.32,1.22,1,23.27,40.61,847.79,1467.29,1,-10.70,8.64,25.57,29.03,19.80,1,0.116,9.372,-1.134,-0.288,0.113,-0.071,-2.64,2.77
137,2026-09-09T22:17:17.000Z,137000,1,1,3,9,43.824027,-111.791858,1483.63,1.067,18.24,0.87,1.33,1.22,1,23.27,40.58,847.78,1467.30,1,-10.60,8.49,25.61,28.99,19.17,1,0.067,9.383,-1.121,-0.296,0.093,-0.040,-2.60,2.82
138,2026-09-09T22:17:18.000Z,138000,1,1,3,9,43.824032,-111.791857,1483.59,1.058,17.80,0.87,1.34,1.22,1,23.26,40.56,847.77,1467.31,1,-10.51,8.35,25.66,28.96,18.53,1,0.013,9.397,-1.109,-0.300,0.073,-0.008,-2.56,2.86
139,2026-09-09T22:17:19.000Z,139000,1,1,3,9,43.824037,-111.791857,1483.55,1.048,17.35,0.88,1.34,1.22,1,23.26,40.54,847.76,1467.33,1,-10.42,8.21,25.72,28.94,17.87,1,-0.042,9.411,-1.099,-0.299,0.052,0.025,-2.52,2.91
140,2026-09-09T22:17:20.000Z,140000,1,1,3,9,43.824042,-111.791856,1483.52,1.036,16.91,0.88,1.35,1.22,1,23.26,40.52,847.75,1467.34,1,-10.35,8.07,25.77,28.91,17.21,1,-0.094,9.427,-1.090,-0.293,0.030,0.057,-2.48,2.96
141,2026-09-09T22:17:21.000Z,141000,1,1,3,9,43.824047,-111.791855,1483.48,1.024,16.46,0.89,1.35,1.22,1,23.26,40.49,847.74,1467.36,1,-10.28,7.93,25.82,28.90,16.54,1,-0.140,9.444,-1.085,-0.282,0.008,0.087,-2.44,3.01
142,2026-09-09T22:17:22.000Z,142000,1,1,3,9,43.824053,-111.791854,1483.44,1.012,16.01,0.89,1.36,1.22,1,23.26,40.47,847.73,1467.37,1,-10.21,7.80,25.87,28.89,15.87,1,-0.178,9.460,-1.081,-0.267,-0.014,0.114,-2.39,3.06
143,2026-09-09T22:17:23.000Z,143000,1,1,3,9,43.824058,-111.791853,1483.40,1.001,15.56,0.90,1.37,1.22,1,23.25,40.45,847.72,1467.38,1,-10.16,7.68,25.92,28.88,15.20,1,-0.204,9.477,-1.080,-0.248,-0.036,0.137,-2.35,3.10
144,2026-09-09T22:17:24.000Z,144000,1,1,3,9,43.824063,-111.791853,1483.37,0.992,15.10,0.90,1.37,1.22,1,23.25,40.43,847.71,1467.40,1,-10.11,7.55,25.97,28.88,14.53,1,-0.218,9.492,-1.081,-0.225,-0.057,0.156,-2.31,3.15
145,2026-09-09T22:17:25.000Z,145000,1,1,3,9,43.824068,-111.791852,1483.33,0.984,14.65,0.90,1.38,1.22,1,23.25,40.40,847.70,1467.41,1,-10.07,7.44,26.03,28.88,13.87,1,-0.218,9.507,-1.085,-0.199,-0.078,0.170,-2.26,3.20
146,2026-09-09T22:17:26.000Z,146000,1,1,3,9,43.824073,-111.791851,1483.29,0.979,14.19,0.91,1.38,1.22,1,23.25,40.38,847.69,1467.43,1,-10.04,7.32,26.08,28.89,13.21,1,-0.205,9.520,-1.091,-0.169,-0.098,0.178,-2.22,3.24
147,2026-09-09T22:17:27.000Z,147000,1,1,3,9,43.824078,-111.791851,1483.26,0.977,13.74,0.91,1.39,1.22,1,23.25,40.36,847.69,1467.44,1,-10.02,7.22,26.13,28.90,12.57,1,-0.179,9.531,-1.100,-0.137,-0.117,0.180,-2.17,3.29
148,2026-09-09T22:17:28.000Z,148000,1,1,3,9,43.824083,-111.791850,1483.22,0.978,13.28,0.92,1.39,1.22,1,23.25,40.33,847.68,1467.45,1,-10.01,7.12,26.18,28.92,11.94,1,-0.142,9.539,-1.110,-0.103,-0.135,0.176,-2.13,3.33
149,2026-09-09T22:17:29.000Z,149000,1,1,3,9,43.824088,-111.791850,1483.19,0.983,12.82,0.92,1.40,1.21,1,23.25,40.31,847.67,1467.47,1,-10.00,7.03,26.23,28.94,11.32,1,-0.096,9.546,-1.122,-0.067,-0.152,0.167,-2.08,3.38
150,2026-09-09T22:17:30.000Z,150000,1,1,3,9,43.824093,-111.791849,1483.15,0.991,12.37,0.92,1.40,1.21,1,23.25,40.28,847.66,1467.48,1,-10.00,6.94,26.28,28.97,10.73,1,-0.044,9.549,-1.136,-0.030,-0.167,0.152,-2.04,3.42
151,2026-09-09T22:17:31.000Z,151000,1,1,3,9,43.824098,-111.791849,1483.12,1.003,11.91,0.93,1.41,1.21,1,23.25,40.26,847.65,1467.50,1,-10.01,6.86,26.33,29.00,10.15,1,0.011,9.550,-1.151,0.008,-0.181,0.132,-1.99,3.46
152,2026-09-09T22:17:32.000Z,152000,1,1,3,9,43.824103,-111.791849,1483.08,1.018,11.45,0.93,1.41,1.21,1,23.25,40.24,847.64,1467.51,1,-10.03,6.79,26.38,29.03,9.60,1,0.065,9.548,-1.167,0.045,-0.192,0.107,-1.94,3.51
153,2026-09-09T22:17:33.000Z,153000,1,1,3,9,43.824107,-111.791848,1483.05,1.036,10.99,0.93,1.42,1.21,1,23.25,40.21,847.63,1467.53,1,-10.06,6.72,26.43,29.07,9.07,1,0.115,9.543,-1.184,0.082,-0.202,0.079,-1.90,3.55
154,2026-09-09T22:17:34.000Z,154000,1,1,3,9,43.824112,-111.791848,1483.02,1.057,10.53,0.94,1.43,1.21,1,23.25,40.19,847.62,1467.54,1,-10.09,6.67,26.48,29.11,8.56,1,0.158,9.536,-1.201,0.117,-0.210,0.049,-1.85,3.59
155,2026-09-09T22:17:35.000Z,155000,1,1,3,9,43.824117,-111.791848,1482.98,1.080,10.08,0.94,1.43,1.21,1,23.25,40.16,847.61,1467.56,1,-10.14,6.62,26.53,29.16,8.08,1,0.191,9.526,-1.218,0.150,-0.215,0.017,-1.81,3.63
156,2026-09-09T22:17:36.000Z,156000,1,1,3,9,43.824122,-111.791848,1482.95,1.104,9.62,0.94,1.44,1.20,1,23.25,40.14,847.61,1467.57,1,-10.19,6.58,26.57,29.21,7.62,1,0.212,9.515,-1.235,0.182,-0.219,-0.016,-1.76,3.67
157,2026-09-09T22:17:37.000Z,157000,1,1,3,9,43.824127,-111.791847,1482.92,1.130,9.16,0.95,1.44,1.20,1,23.25,40.12,847.60,1467.59,1,-10.25,6.54,26.62,29.27,7.19,1,0.220,9.501,-1.251,0.210,-0.220,-0.048,-1.72,3.70
158,2026-09-09T22:17:38.000Z,158000,1,1,3,9,43.824132,-111.791847,1482.89,1.156,8.71,0.95,1.45,1.20,1,23.25,40.09,847.59,1467.60,1,-10.31,6.52,26.66,29.32,6.79,1,0.214,9.486,-1.266,0.235,-0.219,-0.079,-1.67,3.74
159,2026-09-09T22:17:39.000Z,159000,1,1,3,9,43.824137,-111.791847,1482.86,1.181,8.26,0.95,1.45,1.20,1,23.25,40.07,847.58,1467.62,1,-10.39,6.51,26.71,29.39,6.41,1,0.195,9.470,-1.279,0.256,-0.216,-0.107,-1.63,3.77
160,2026-09-09T22:17:40.000Z,160000,1,1,3,9,43.824142,-111.791847,1482.83,1.206,7.81,0.96,1.45,1.20,1,23.25,40.04,847.57,1467.64,1,-10.47,6.50,26.75,29.45,6.05,1,0.164,9.454,-1.291,0.274,-0.211,-0.131,-1.59,3.81
161,2026-09-09T22:17:41.000Z,161000,1,1,3,9,43.824147,-111.791847,1482.80,1.229,7.36,0.96,1.46,1.19,1,23.25,40.02,847.57,1467.65,1,-10.56,6.50,26.79,29.52,5.72,1,0.123,9.437,-1.302,0.287,-0.203,-0.151,-1.55,3.84
162,2026-09-09T22:17:42.000Z,162000,1,1,3,9,43.824152,-111.791847,1482.78,1.250,6.91,0.96,1.46,1.19,1,23.26,39.99,847.56,1467.67,1,-10.65,6.51,26.83,29.59,5.41,1,0.074,9.421,-1.310,0.296,-0.194,-0.166,-1.50,3.87
163,2026-09-09T22:17:43.000Z,163000,1,1,3,9,43.824157,-111.791847,1482.75,1.268,6.47,0.96,1.47,1.19,1,23.26,39.97,847.55,1467.69,1,-10.75,6.53,26.86,29.67,5.12,1,0.020,9.405,-1.315,0.300,-0.183,-0.176,-1.46,3.90
164,2026-09-09T22:17:44.000Z,164000,1,1,3,9,43.824162,-111.791847,1482.72,1.284,6.02,0.97,1.47,1.19,1,23.26,39.94,847.54,1467.71,1,-10.86,6.56,26.90,29.74,4.85,1,-0.035,9.391,-1.319,0.299,-0.169,-0.180,-1.42,3.93
165,2026-09-09T22:17:45.000Z,165000,1,1,3,9,43.824167,-111.791847,1482.70,1.297,5.58,0.97,1.48,1.18,1,23.26,39.92,847.54,1467.72,1,-10.98,6.60,26.93,29.82,4.60,1,-0.088,9.379,-1.320,0.294,-0.155,-0.178,-1.39,3.96
166,2026-09-09T22:17:46.000Z,166000,1,1,3,9,43.824172,-111.791847,1482.67,1.307,5.15,0.97,1.48,1.18,1,23.27,39.89,847.53,1467.74,1,-11.10,6.64,26.96,29.91,4.36,1,-0.135,9.368,-1.319,0.284,-0.138,-0.170,-1.35,3.99
167,2026-09-09T22:17:47.000Z,167000,1,1,3,9,43.824177,-111.791848,1482.65,1.314,4.71,0.97,1.49,1.18,1,23.27,39.87,847.52,1467.76,1,-11.22,6.70,27.00,29.99,4.13,1,-0.174,9.360,-1.315,0.270,-0.120,-0.156,-1.31,4.01
168,2026-09-09T22:17:48.000Z,168000,1,1,3,9,43.824181,-111.791848,1482.63,1.318,4.28,0.98,1.49,1.18,1,23.27,39.84,847.51,1467.78,1,-11.35,6.76,27.02,30.08,3.92,1,-0.202,9.354,-1.309,0.251,-0.101,-0.138,-1.28,4.04
169,2026-09-09T22:17:49.000Z,169000,1,1,3,9,43.824186,-111.791848,1482.61,1.319,3.86,0.98,1.49,1.17,1,23.28,39.82,847.51,1467.80,1,-11.48,6.83,27.05,30.17,3.71,1,-0.217,9.351,-1.300,0.229,-0.081,-0.114,-1.24,4.06
170,2026-09-09T22:17:50.000Z,170000,1,1,3,9,43.824191,-111.791848,1482.59,1.319,3.43,0.98,1.50,1.17,1,23.28,39.79,847.50,1467.82,1,-11.62,6.90,27.07,30.26,3.51,1,-0.219,9.350,-1.290,0.203,-0.061,-0.087,-1.21,4.08
171,2026-09-09T22:17:51.000Z,171000,1,1,3,9,43.824196,-111.791849,1482.57,1.317,3.01,0.98,1.50,1.17,1,23.28,39.77,847.49,1467.84,1,-11.76,6.99,27.10,30.35,3.31,1,-0.208,9.353,-1.278,0.173,-0.039,-0.057,-1.18,4.10
172,2026-09-09T22:17:52.000Z,172000,1,1,3,9,43.824201,-111.791849,1482.55,1.314,2.59,0.98,1.50,1.16,1,23.29,39.75,847.49,1467.86,1,-11.91,7.08,27.12,30.45,3.11,1,-0.183,9.358,-1.264,0.141,-0.017,-0.026,-1.15,4.11
173,2026-09-09T22:17:53.000Z,173000,1,1,3,9,43.824206,-111.791849,1482.53,1.310,2.18,0.99,1.51,1.16,1,23.29,39.72,847.48,1467.88,1,-12.06,7.17,27.13,30.55,2.91,1,-0.147,9.365,-1.249,0.107,0.005,0.007,-1.12,4.13
174,2026-09-09T22:17:54.000Z,174000,1,1,3,9,43.824211,-111.791850,1482.51,1.307,1.77,0.99,1.51,1.16,1,23.30,39.70,847.48,1467.90,1,-12.21,7.28,27.15,30.65,2.70,1,-0.102,9.375,-1.233,0.072,0.027,0.039,-1.09,4.14
175,2026-09-09T22:17:55.000Z,175000,1,1,3,9,43.824216,-111.791850,1482.50,1.304,1.37,0.99,1.51,1.15,1,23.30,39.67,847.47,1467.92,1,-12.36,7.39,27.16,30.75,2.49,1,-0.051,9.387,-1.216,0.035,0.048,0.070,-1.07,4.16
176,2026-09-09T22:17:56.000Z,176000,1,1,3,9,43.824221,-111.791850,1482.48,1.303,0.97,0.99,1.52,1.15,1,23.31,39.65,847.46,1467.95,1,-12.52,7.50,27.18,30.85,2.27,1,0.004,9.401,-1.199,-0.003,0.069,0.099,-1.05,4.17
177,2026-09-09T22:17:57.000Z,177000,1,1,3,9,43.824226,-111.791851,1482.47,1.304,0.58,0.99,1.52,1.15,1,23.31,39.62,847.46,1467.97,1,-12.67,7.62,27.18,30.95,2.04,1,0.058,9.416,-1.182,-0.040,0.090,0.125,-1.02,4.18
178,2026-09-09T22:17:58.000Z,178000,1,1,3,9,43.824231,-111.791851,1482.46,1.307,0.19,0.99,1.52,1.14,1,23.32,39.60,847.45,1467.99,1,-12.83,7.75,27.19,31.05,1.79,1,0.109,9.432,-1.165,-0.077,0.110,0.146,-1.00,4.19
179,2026-09-09T22:17:59.000Z,179000,1,1,3,10,43.824236,-111.791852,1482.45,1.313,359.80,0.99,1.53,1.14,1,23.32,39.57,847.45,1468.02,1,-12.99,7.88,27.20,31.15,1.53,1,0.153,9.449,-1.149,-0.112,0.128,0.163,-0.98,4.19
180,2026-09-09T22:18:00.000Z,180000,1,1,3,10,43.824241,-111.791852,1482.44,1.321,359.43,1.00,1.53,1.14,1,23.33,39.55,847.44,1468.04,1,-13.15,8.01,27.20,31.25,1.25,1,0.187,9.465,-1.134,-0.146,0.145,0.174,-0.97,4.20
181,2026-09-09T22:18:01.000Z,181000,1,1,3,10,43.824246,-111.791853,1482.43,1.333,359.05,1.00,1.53,1.13,1,23.34,39.52,847.44,1468.07,1,-13.30,8.15,27.20,31.36,0.96,1,0.210,9.482,-1.120,-0.178,0.161,0.179,-0.95,4.20
182,2026-09-09T22:18:02.000Z,182000,1,1,3,10,43.824251,-111.791853,1482.42,1.348,358.68,1.00,1.53,1.13,1,23.34,39.50,847.43,1468.09,1,-13.46,8.29,27.20,31.46,0.65,1,0.220,9.497,-1.108,-0.206,0.175,0.179,-0.94,4.20
183,2026-09-09T22:18:03.000Z,183000,1,1,3,10,43.824256,-111.791854,1482.42,1.366,358.32,1.00,1.53,1.13,1,23.35,39.47,847.43,1468.12,1,-13.62,8.43,27.19,31.56,0.32,1,0.216,9.511,-1.098,-0.232,0.188,0.173,-0.93,4.20
184,2026-09-09T22:18:04.000Z,184000,1,1,3,10,43.824261,-111.791854,1482.41,1.387,357.97,1.00,1.54,1.12,1,23.36,39.45,847.42,1468.14,1,-13.77,8.57,27.19,31.66,359.97,1,0.198,9.523,-1.090,-0.254,0.198,0.161,-0.92,4.20
185,2026-09-09T22:18:05.000Z,185000,1,1,3,10,43.824266,-111.791855,1482.41,1.410,357.62,1.00,1.54,1.12,1,23.36,39.43,847.42,1468.17,1,-13.92,8.72,27.18,31.76,359.60,1,0.169,9.534,-1.085,-0.272,0.207,0.143,-0.91,4.19
186,2026-09-09T22:18:06.000Z,186000,1,1,3,10,43.824271,-111.791856,1482.40,1.435,357.27,1.00,1.54,1.11,1,23.37,39.40,847.41,1468.20,1,-14.07,8.86,27.17,31.85,359.21,1,0.129,9.541,-1.081,-0.286,0.213,0.121,-0.91,4.19
